Attribute,Frequency,Relative Frequency,Column Name
1068,3,0.0022675736961451248,DailyRate
703,3,0.0022675736961451248,DailyRate
1080,3,0.0022675736961451248,DailyRate
1266,3,0.0022675736961451248,DailyRate
965,3,0.0022675736961451248,DailyRate
469,3,0.0022675736961451248,DailyRate
216,3,0.0022675736961451248,DailyRate
290,3,0.0022675736961451248,DailyRate
878,3,0.0022675736961451248,DailyRate
132,3,0.0022675736961451248,DailyRate
319,3,0.0022675736961451248,DailyRate
765,3,0.0022675736961451248,DailyRate
656,3,0.0022675736961451248,DailyRate
910,3,0.0022675736961451248,DailyRate
752,3,0.0022675736961451248,DailyRate
300,3,0.0022675736961451248,DailyRate
1163,3,0.0022675736961451248,DailyRate
613,3,0.0022675736961451248,DailyRate
148,3,0.0022675736961451248,DailyRate
369,3,0.0022675736961451248,DailyRate
1166,3,0.0022675736961451248,DailyRate
276,3,0.0022675736961451248,DailyRate
447,3,0.0022675736961451248,DailyRate
738,3,0.0022675736961451248,DailyRate
912,3,0.0022675736961451248,DailyRate
474,3,0.0022675736961451248,DailyRate
827,3,0.0022675736961451248,DailyRate
688,3,0.0022675736961451248,DailyRate
142,3,0.0022675736961451248,DailyRate
1448,3,0.0022675736961451248,DailyRate
505,3,0.0022675736961451248,DailyRate
506,3,0.0022675736961451248,DailyRate
336,3,0.0022675736961451248,DailyRate
639,3,0.0022675736961451248,DailyRate
1119,3,0.0022675736961451248,DailyRate
1110,3,0.0022675736961451248,DailyRate
337,3,0.0022675736961451248,DailyRate
417,3,0.0022675736961451248,DailyRate
281,3,0.0022675736961451248,DailyRate
350,3,0.0022675736961451248,DailyRate
723,3,0.0022675736961451248,DailyRate
467,3,0.0022675736961451248,DailyRate
111,3,0.0022675736961451248,DailyRate
904,3,0.0022675736961451248,DailyRate
786,3,0.0022675736961451248,DailyRate
456,3,0.0022675736961451248,DailyRate
1277,3,0.0022675736961451248,DailyRate
850,3,0.0022675736961451248,DailyRate
804,3,0.0022675736961451248,DailyRate
208,2,0.0015117157974300832,DailyRate
985,2,0.0015117157974300832,DailyRate
1439,2,0.0015117157974300832,DailyRate
1182,2,0.0015117157974300832,DailyRate
428,2,0.0015117157974300832,DailyRate
701,2,0.0015117157974300832,DailyRate
1243,2,0.0015117157974300832,DailyRate
547,2,0.0015117157974300832,DailyRate
1091,2,0.0015117157974300832,DailyRate
572,2,0.0015117157974300832,DailyRate
1405,2,0.0015117157974300832,DailyRate
1262,2,0.0015117157974300832,DailyRate
571,2,0.0015117157974300832,DailyRate
1409,2,0.0015117157974300832,DailyRate
638,2,0.0015117157974300832,DailyRate
392,2,0.0015117157974300832,DailyRate
610,2,0.0015117157974300832,DailyRate
960,2,0.0015117157974300832,DailyRate
823,2,0.0015117157974300832,DailyRate
1421,2,0.0015117157974300832,DailyRate
224,2,0.0015117157974300832,DailyRate
991,2,0.0015117157974300832,DailyRate
614,2,0.0015117157974300832,DailyRate
676,2,0.0015117157974300832,DailyRate
446,2,0.0015117157974300832,DailyRate
1202,2,0.0015117157974300832,DailyRate
354,2,0.0015117157974300832,DailyRate
556,2,0.0015117157974300832,DailyRate
173,2,0.0015117157974300832,DailyRate
94,2,0.0015117157974300832,DailyRate
1365,2,0.0015117157974300832,DailyRate
1411,2,0.0015117157974300832,DailyRate
334,2,0.0015117157974300832,DailyRate
1274,2,0.0015117157974300832,DailyRate
717,2,0.0015117157974300832,DailyRate
1106,2,0.0015117157974300832,DailyRate
1084,2,0.0015117157974300832,DailyRate
141,2,0.0015117157974300832,DailyRate
1449,2,0.0015117157974300832,DailyRate
990,2,0.0015117157974300832,DailyRate
1100,2,0.0015117157974300832,DailyRate
1221,2,0.0015117157974300832,DailyRate
368,2,0.0015117157974300832,DailyRate
275,2,0.0015117157974300832,DailyRate
180,2,0.0015117157974300832,DailyRate
585,2,0.0015117157974300832,DailyRate
761,2,0.0015117157974300832,DailyRate
468,2,0.0015117157974300832,DailyRate
461,2,0.0015117157974300832,DailyRate
351,2,0.0015117157974300832,DailyRate
322,2,0.0015117157974300832,DailyRate
625,2,0.0015117157974300832,DailyRate
293,2,0.0015117157974300832,DailyRate
377,2,0.0015117157974300832,DailyRate
1437,2,0.0015117157974300832,DailyRate
1430,2,0.0015117157974300832,DailyRate
1210,2,0.0015117157974300832,DailyRate
1259,2,0.0015117157974300832,DailyRate
1117,2,0.0015117157974300832,DailyRate
1379,2,0.0015117157974300832,DailyRate
301,2,0.0015117157974300832,DailyRate
1013,2,0.0015117157974300832,DailyRate
261,2,0.0015117157974300832,DailyRate
812,2,0.0015117157974300832,DailyRate
1253,2,0.0015117157974300832,DailyRate
1043,2,0.0015117157974300832,DailyRate
806,2,0.0015117157974300832,DailyRate
347,2,0.0015117157974300832,DailyRate
892,2,0.0015117157974300832,DailyRate
535,2,0.0015117157974300832,DailyRate
1213,2,0.0015117157974300832,DailyRate
923,2,0.0015117157974300832,DailyRate
421,2,0.0015117157974300832,DailyRate
486,2,0.0015117157974300832,DailyRate
1574,2,0.0015117157974300832,DailyRate
1109,2,0.0015117157974300832,DailyRate
1136,2,0.0015117157974300832,DailyRate
519,2,0.0015117157974300832,DailyRate
574,2,0.0015117157974300832,DailyRate
909,2,0.0015117157974300832,DailyRate
422,2,0.0015117157974300832,DailyRate
665,2,0.0015117157974300832,DailyRate
1196,2,0.0015117157974300832,DailyRate
1008,2,0.0015117157974300832,DailyRate
258,2,0.0015117157974300832,DailyRate
1113,2,0.0015117157974300832,DailyRate
566,2,0.0015117157974300832,DailyRate
699,2,0.0015117157974300832,DailyRate
542,2,0.0015117157974300832,DailyRate
979,2,0.0015117157974300832,DailyRate
619,2,0.0015117157974300832,DailyRate
831,2,0.0015117157974300832,DailyRate
646,2,0.0015117157974300832,DailyRate
375,2,0.0015117157974300832,DailyRate
568,2,0.0015117157974300832,DailyRate
1455,2,0.0015117157974300832,DailyRate
883,2,0.0015117157974300832,DailyRate
567,2,0.0015117157974300832,DailyRate
1476,2,0.0015117157974300832,DailyRate
151,2,0.0015117157974300832,DailyRate
745,2,0.0015117157974300832,DailyRate
1040,2,0.0015117157974300832,DailyRate
1053,2,0.0015117157974300832,DailyRate
1325,2,0.0015117157974300832,DailyRate
573,2,0.0015117157974300832,DailyRate
221,2,0.0015117157974300832,DailyRate
483,2,0.0015117157974300832,DailyRate
282,2,0.0015117157974300832,DailyRate
426,2,0.0015117157974300832,DailyRate
183,2,0.0015117157974300832,DailyRate
163,2,0.0015117157974300832,DailyRate
1012,2,0.0015117157974300832,DailyRate
591,2,0.0015117157974300832,DailyRate
1030,2,0.0015117157974300832,DailyRate
245,2,0.0015117157974300832,DailyRate
782,2,0.0015117157974300832,DailyRate
731,2,0.0015117157974300832,DailyRate
93,2,0.0015117157974300832,DailyRate
450,2,0.0015117157974300832,DailyRate
635,2,0.0015117157974300832,DailyRate
552,2,0.0015117157974300832,DailyRate
537,2,0.0015117157974300832,DailyRate
576,2,0.0015117157974300832,DailyRate
1348,2,0.0015117157974300832,DailyRate
1418,2,0.0015117157974300832,DailyRate
696,2,0.0015117157974300832,DailyRate
919,2,0.0015117157974300832,DailyRate
316,2,0.0015117157974300832,DailyRate
953,2,0.0015117157974300832,DailyRate
317,2,0.0015117157974300832,DailyRate
136,2,0.0015117157974300832,DailyRate
1480,2,0.0015117157974300832,DailyRate
685,2,0.0015117157974300832,DailyRate
658,2,0.0015117157974300832,DailyRate
930,2,0.0015117157974300832,DailyRate
1318,2,0.0015117157974300832,DailyRate
338,2,0.0015117157974300832,DailyRate
488,2,0.0015117157974300832,DailyRate
1256,2,0.0015117157974300832,DailyRate
1314,2,0.0015117157974300832,DailyRate
1138,2,0.0015117157974300832,DailyRate
607,2,0.0015117157974300832,DailyRate
1222,2,0.0015117157974300832,DailyRate
518,2,0.0015117157974300832,DailyRate
927,2,0.0015117157974300832,DailyRate
1477,2,0.0015117157974300832,DailyRate
1378,2,0.0015117157974300832,DailyRate
1352,2,0.0015117157974300832,DailyRate
1517,2,0.0015117157974300832,DailyRate
127,2,0.0015117157974300832,DailyRate
1298,2,0.0015117157974300832,DailyRate
1120,2,0.0015117157974300832,DailyRate
1696,2,0.0015117157974300832,DailyRate
310,2,0.0015117157974300832,DailyRate
124,2,0.0015117157974300832,DailyRate
980,2,0.0015117157974300832,DailyRate
160,2,0.0015117157974300832,DailyRate
805,2,0.0015117157974300832,DailyRate
528,2,0.0015117157974300832,DailyRate
787,2,0.0015117157974300832,DailyRate
522,2,0.0015117157974300832,DailyRate
1441,2,0.0015117157974300832,DailyRate
391,2,0.0015117157974300832,DailyRate
846,2,0.0015117157974300832,DailyRate
149,2,0.0015117157974300832,DailyRate
1519,2,0.0015117157974300832,DailyRate
941,2,0.0015117157974300832,DailyRate
1715,2,0.0015117157974300832,DailyRate
359,2,0.0015117157974300832,DailyRate
1215,2,0.0015117157974300832,DailyRate
605,2,0.0015117157974300832,DailyRate
349,2,0.0015117157974300832,DailyRate
1050,2,0.0015117157974300832,DailyRate
1385,2,0.0015117157974300832,DailyRate
1108,2,0.0015117157974300832,DailyRate
660,2,0.0015117157974300832,DailyRate
517,2,0.0015117157974300832,DailyRate
1324,2,0.0015117157974300832,DailyRate
152,2,0.0015117157974300832,DailyRate
373,2,0.0015117157974300832,DailyRate
1176,2,0.0015117157974300832,DailyRate
1077,2,0.0015117157974300832,DailyRate
753,2,0.0015117157974300832,DailyRate
1327,2,0.0015117157974300832,DailyRate
1321,2,0.0015117157974300832,DailyRate
870,2,0.0015117157974300832,DailyRate
929,2,0.0015117157974300832,DailyRate
114,2,0.0015117157974300832,DailyRate
951,2,0.0015117157974300832,DailyRate
550,2,0.0015117157974300832,DailyRate
852,2,0.0015117157974300832,DailyRate
1216,2,0.0015117157974300832,DailyRate
327,2,0.0015117157974300832,DailyRate
642,2,0.0015117157974300832,DailyRate
938,2,0.0015117157974300832,DailyRate
856,2,0.0015117157974300832,DailyRate
1024,2,0.0015117157974300832,DailyRate
1224,2,0.0015117157974300832,DailyRate
865,2,0.0015117157974300832,DailyRate
955,2,0.0015117157974300832,DailyRate
1328,2,0.0015117157974300832,DailyRate
379,2,0.0015117157974300832,DailyRate
657,2,0.0015117157974300832,DailyRate
1524,2,0.0015117157974300832,DailyRate
1126,2,0.0015117157974300832,DailyRate
795,2,0.0015117157974300832,DailyRate
1186,2,0.0015117157974300832,DailyRate
1152,2,0.0015117157974300832,DailyRate
971,2,0.0015117157974300832,DailyRate
998,2,0.0015117157974300832,DailyRate
125,2,0.0015117157974300832,DailyRate
984,2,0.0015117157974300832,DailyRate
343,2,0.0015117157974300832,DailyRate
808,1,0.0007558578987150416,DailyRate
1557,1,0.0007558578987150416,DailyRate
637,1,0.0007558578987150416,DailyRate
747,1,0.0007558578987150416,DailyRate
1198,1,0.0007558578987150416,DailyRate
683,1,0.0007558578987150416,DailyRate
199,1,0.0007558578987150416,DailyRate
1295,1,0.0007558578987150416,DailyRate
184,1,0.0007558578987150416,DailyRate
526,1,0.0007558578987150416,DailyRate
1246,1,0.0007558578987150416,DailyRate
732,1,0.0007558578987150416,DailyRate
264,1,0.0007558578987150416,DailyRate
1055,1,0.0007558578987150416,DailyRate
1000,1,0.0007558578987150416,DailyRate
819,1,0.0007558578987150416,DailyRate
1316,1,0.0007558578987150416,DailyRate
134,1,0.0007558578987150416,DailyRate
603,1,0.0007558578987150416,DailyRate
1672,1,0.0007558578987150416,DailyRate
193,1,0.0007558578987150416,DailyRate
1404,1,0.0007558578987150416,DailyRate
1377,1,0.0007558578987150416,DailyRate
539,1,0.0007558578987150416,DailyRate
238,1,0.0007558578987150416,DailyRate
1374,1,0.0007558578987150416,DailyRate
1651,1,0.0007558578987150416,DailyRate
1118,1,0.0007558578987150416,DailyRate
1420,1,0.0007558578987150416,DailyRate
1227,1,0.0007558578987150416,DailyRate
790,1,0.0007558578987150416,DailyRate
175,1,0.0007558578987150416,DailyRate
1101,1,0.0007558578987150416,DailyRate
335,1,0.0007558578987150416,DailyRate
157,1,0.0007558578987150416,DailyRate
680,1,0.0007558578987150416,DailyRate
1486,1,0.0007558578987150416,DailyRate
1177,1,0.0007558578987150416,DailyRate
798,1,0.0007558578987150416,DailyRate
308,1,0.0007558578987150416,DailyRate
924,1,0.0007558578987150416,DailyRate
1189,1,0.0007558578987150416,DailyRate
1333,1,0.0007558578987150416,DailyRate
256,1,0.0007558578987150416,DailyRate
906,1,0.0007558578987150416,DailyRate
1362,1,0.0007558578987150416,DailyRate
1285,1,0.0007558578987150416,DailyRate
214,1,0.0007558578987150416,DailyRate
1171,1,0.0007558578987150416,DailyRate
477,1,0.0007558578987150416,DailyRate
781,1,0.0007558578987150416,DailyRate
272,1,0.0007558578987150416,DailyRate
1160,1,0.0007558578987150416,DailyRate
532,1,0.0007558578987150416,DailyRate
1608,1,0.0007558578987150416,DailyRate
289,1,0.0007558578987150416,DailyRate
1615,1,0.0007558578987150416,DailyRate
707,1,0.0007558578987150416,DailyRate
1016,1,0.0007558578987150416,DailyRate
521,1,0.0007558578987150416,DailyRate
551,1,0.0007558578987150416,DailyRate
365,1,0.0007558578987150416,DailyRate
1141,1,0.0007558578987150416,DailyRate
691,1,0.0007558578987150416,DailyRate
1044,1,0.0007558578987150416,DailyRate
511,1,0.0007558578987150416,DailyRate
1364,1,0.0007558578987150416,DailyRate
1308,1,0.0007558578987150416,DailyRate
271,1,0.0007558578987150416,DailyRate
1005,1,0.0007558578987150416,DailyRate
893,1,0.0007558578987150416,DailyRate
250,1,0.0007558578987150416,DailyRate
672,1,0.0007558578987150416,DailyRate
1049,1,0.0007558578987150416,DailyRate
620,1,0.0007558578987150416,DailyRate
1428,1,0.0007558578987150416,DailyRate
863,1,0.0007558578987150416,DailyRate
86,1,0.0007558578987150416,DailyRate
378,1,0.0007558578987150416,DailyRate
1525,1,0.0007558578987150416,DailyRate
1293,1,0.0007558578987150416,DailyRate
975,1,0.0007558578987150416,DailyRate
1309,1,0.0007558578987150416,DailyRate
405,1,0.0007558578987150416,DailyRate
395,1,0.0007558578987150416,DailyRate
274,1,0.0007558578987150416,DailyRate
766,1,0.0007558578987150416,DailyRate
1168,1,0.0007558578987150416,DailyRate
705,1,0.0007558578987150416,DailyRate
1330,1,0.0007558578987150416,DailyRate
291,1,0.0007558578987150416,DailyRate
374,1,0.0007558578987150416,DailyRate
527,1,0.0007558578987150416,DailyRate
213,1,0.0007558578987150416,DailyRate
297,1,0.0007558578987150416,DailyRate
1023,1,0.0007558578987150416,DailyRate
935,1,0.0007558578987150416,DailyRate
669,1,0.0007558578987150416,DailyRate
1153,1,0.0007558578987150416,DailyRate
1410,1,0.0007558578987150416,DailyRate
1620,1,0.0007558578987150416,DailyRate
209,1,0.0007558578987150416,DailyRate
1499,1,0.0007558578987150416,DailyRate
1368,1,0.0007558578987150416,DailyRate
926,1,0.0007558578987150416,DailyRate
596,1,0.0007558578987150416,DailyRate
546,1,0.0007558578987150416,DailyRate
1496,1,0.0007558578987150416,DailyRate
202,1,0.0007558578987150416,DailyRate
1115,1,0.0007558578987150416,DailyRate
741,1,0.0007558578987150416,DailyRate
1107,1,0.0007558578987150416,DailyRate
1116,1,0.0007558578987150416,DailyRate
674,1,0.0007558578987150416,DailyRate
978,1,0.0007558578987150416,DailyRate
908,1,0.0007558578987150416,DailyRate
921,1,0.0007558578987150416,DailyRate
589,1,0.0007558578987150416,DailyRate
1165,1,0.0007558578987150416,DailyRate
484,1,0.0007558578987150416,DailyRate
1474,1,0.0007558578987150416,DailyRate
1339,1,0.0007558578987150416,DailyRate
602,1,0.0007558578987150416,DailyRate
222,1,0.0007558578987150416,DailyRate
549,1,0.0007558578987150416,DailyRate
150,1,0.0007558578987150416,DailyRate
695,1,0.0007558578987150416,DailyRate
1206,1,0.0007558578987150416,DailyRate
1461,1,0.0007558578987150416,DailyRate
265,1,0.0007558578987150416,DailyRate
231,1,0.0007558578987150416,DailyRate
109,1,0.0007558578987150416,DailyRate
155,1,0.0007558578987150416,DailyRate
1358,1,0.0007558578987150416,DailyRate
457,1,0.0007558578987150416,DailyRate
598,1,0.0007558578987150416,DailyRate
662,1,0.0007558578987150416,DailyRate
711,1,0.0007558578987150416,DailyRate
277,1,0.0007558578987150416,DailyRate
612,1,0.0007558578987150416,DailyRate
487,1,0.0007558578987150416,DailyRate
1320,1,0.0007558578987150416,DailyRate
1415,1,0.0007558578987150416,DailyRate
1039,1,0.0007558578987150416,DailyRate
115,1,0.0007558578987150416,DailyRate
116,1,0.0007558578987150416,DailyRate
207,1,0.0007558578987150416,DailyRate
1131,1,0.0007558578987150416,DailyRate
544,1,0.0007558578987150416,DailyRate
1417,1,0.0007558578987150416,DailyRate
821,1,0.0007558578987150416,DailyRate
1342,1,0.0007558578987150416,DailyRate
1438,1,0.0007558578987150416,DailyRate
826,1,0.0007558578987150416,DailyRate
1741,1,0.0007558578987150416,DailyRate
1440,1,0.0007558578987150416,DailyRate
879,1,0.0007558578987150416,DailyRate
592,1,0.0007558578987150416,DailyRate
413,1,0.0007558578987150416,DailyRate
1580,1,0.0007558578987150416,DailyRate
882,1,0.0007558578987150416,DailyRate
1046,1,0.0007558578987150416,DailyRate
1022,1,0.0007558578987150416,DailyRate
1383,1,0.0007558578987150416,DailyRate
606,1,0.0007558578987150416,DailyRate
686,1,0.0007558578987150416,DailyRate
1271,1,0.0007558578987150416,DailyRate
1255,1,0.0007558578987150416,DailyRate
311,1,0.0007558578987150416,DailyRate
1249,1,0.0007558578987150416,DailyRate
524,1,0.0007558578987150416,DailyRate
460,1,0.0007558578987150416,DailyRate
1157,1,0.0007558578987150416,DailyRate
1025,1,0.0007558578987150416,DailyRate
516,1,0.0007558578987150416,DailyRate
649,1,0.0007558578987150416,DailyRate
1237,1,0.0007558578987150416,DailyRate
1518,1,0.0007558578987150416,DailyRate
476,1,0.0007558578987150416,DailyRate
1568,1,0.0007558578987150416,DailyRate
840,1,0.0007558578987150416,DailyRate
722,1,0.0007558578987150416,DailyRate
1146,1,0.0007558578987150416,DailyRate
106,1,0.0007558578987150416,DailyRate
1019,1,0.0007558578987150416,DailyRate
1094,1,0.0007558578987150416,DailyRate
800,1,0.0007558578987150416,DailyRate
431,1,0.0007558578987150416,DailyRate
364,1,0.0007558578987150416,DailyRate
162,1,0.0007558578987150416,DailyRate
1462,1,0.0007558578987150416,DailyRate
1147,1,0.0007558578987150416,DailyRate
1354,1,0.0007558578987150416,DailyRate
305,1,0.0007558578987150416,DailyRate
1393,1,0.0007558578987150416,DailyRate
1527,1,0.0007558578987150416,DailyRate
510,1,0.0007558578987150416,DailyRate
974,1,0.0007558578987150416,DailyRate
988,1,0.0007558578987150416,DailyRate
1427,1,0.0007558578987150416,DailyRate
1399,1,0.0007558578987150416,DailyRate
372,1,0.0007558578987150416,DailyRate
1470,1,0.0007558578987150416,DailyRate
1488,1,0.0007558578987150416,DailyRate
130,1,0.0007558578987150416,DailyRate
736,1,0.0007558578987150416,DailyRate
887,1,0.0007558578987150416,DailyRate
742,1,0.0007558578987150416,DailyRate
268,1,0.0007558578987150416,DailyRate
627,1,0.0007558578987150416,DailyRate
743,1,0.0007558578987150416,DailyRate
1090,1,0.0007558578987150416,DailyRate
279,1,0.0007558578987150416,DailyRate
1284,1,0.0007558578987150416,DailyRate
689,1,0.0007558578987150416,DailyRate
1061,1,0.0007558578987150416,DailyRate
1178,1,0.0007558578987150416,DailyRate
559,1,0.0007558578987150416,DailyRate
1350,1,0.0007558578987150416,DailyRate
419,1,0.0007558578987150416,DailyRate
708,1,0.0007558578987150416,DailyRate
634,1,0.0007558578987150416,DailyRate
1078,1,0.0007558578987150416,DailyRate
1155,1,0.0007558578987150416,DailyRate
877,1,0.0007558578987150416,DailyRate
1290,1,0.0007558578987150416,DailyRate
1148,1,0.0007558578987150416,DailyRate
1273,1,0.0007558578987150416,DailyRate
797,1,0.0007558578987150416,DailyRate
1434,1,0.0007558578987150416,DailyRate
333,1,0.0007558578987150416,DailyRate
1403,1,0.0007558578987150416,DailyRate
438,1,0.0007558578987150416,DailyRate
933,1,0.0007558578987150416,DailyRate
1414,1,0.0007558578987150416,DailyRate
949,1,0.0007558578987150416,DailyRate
280,1,0.0007558578987150416,DailyRate
1029,1,0.0007558578987150416,DailyRate
816,1,0.0007558578987150416,DailyRate
504,1,0.0007558578987150416,DailyRate
235,1,0.0007558578987150416,DailyRate
583,1,0.0007558578987150416,DailyRate
764,1,0.0007558578987150416,DailyRate
168,1,0.0007558578987150416,DailyRate
835,1,0.0007558578987150416,DailyRate
757,1,0.0007558578987150416,DailyRate
1451,1,0.0007558578987150416,DailyRate
462,1,0.0007558578987150416,DailyRate
928,1,0.0007558578987150416,DailyRate
97,1,0.0007558578987150416,DailyRate
493,1,0.0007558578987150416,DailyRate
718,1,0.0007558578987150416,DailyRate
1490,1,0.0007558578987150416,DailyRate
675,1,0.0007558578987150416,DailyRate
254,1,0.0007558578987150416,DailyRate
389,1,0.0007558578987150416,DailyRate
1247,1,0.0007558578987150416,DailyRate
320,1,0.0007558578987150416,DailyRate
1550,1,0.0007558578987150416,DailyRate
849,1,0.0007558578987150416,DailyRate
1389,1,0.0007558578987150416,DailyRate
1281,1,0.0007558578987150416,DailyRate
621,1,0.0007558578987150416,DailyRate
1194,1,0.0007558578987150416,DailyRate
1436,1,0.0007558578987150416,DailyRate
1478,1,0.0007558578987150416,DailyRate
210,1,0.0007558578987150416,DailyRate
898,1,0.0007558578987150416,DailyRate
1003,1,0.0007558578987150416,DailyRate
118,1,0.0007558578987150416,DailyRate
1554,1,0.0007558578987150416,DailyRate
110,1,0.0007558578987150416,DailyRate
278,1,0.0007558578987150416,DailyRate
1595,1,0.0007558578987150416,DailyRate
131,1,0.0007558578987150416,DailyRate
962,1,0.0007558578987150416,DailyRate
704,1,0.0007558578987150416,DailyRate
345,1,0.0007558578987150416,DailyRate
902,1,0.0007558578987150416,DailyRate
1582,1,0.0007558578987150416,DailyRate
262,1,0.0007558578987150416,DailyRate
1143,1,0.0007558578987150416,DailyRate
548,1,0.0007558578987150416,DailyRate
1212,1,0.0007558578987150416,DailyRate
1064,1,0.0007558578987150416,DailyRate
1209,1,0.0007558578987150416,DailyRate
1602,1,0.0007558578987150416,DailyRate
1033,1,0.0007558578987150416,DailyRate
1523,1,0.0007558578987150416,DailyRate
936,1,0.0007558578987150416,DailyRate
513,1,0.0007558578987150416,DailyRate
1203,1,0.0007558578987150416,DailyRate
575,1,0.0007558578987150416,DailyRate
588,1,0.0007558578987150416,DailyRate
866,1,0.0007558578987150416,DailyRate
1145,1,0.0007558578987150416,DailyRate
1234,1,0.0007558578987150416,DailyRate
755,1,0.0007558578987150416,DailyRate
331,1,0.0007558578987150416,DailyRate
1214,1,0.0007558578987150416,DailyRate
1162,1,0.0007558578987150416,DailyRate
1531,1,0.0007558578987150416,DailyRate
1375,1,0.0007558578987150416,DailyRate
1373,1,0.0007558578987150416,DailyRate
236,1,0.0007558578987150416,DailyRate
1220,1,0.0007558578987150416,DailyRate
1235,1,0.0007558578987150416,DailyRate
600,1,0.0007558578987150416,DailyRate
1353,1,0.0007558578987150416,DailyRate
913,1,0.0007558578987150416,DailyRate
586,1,0.0007558578987150416,DailyRate
223,1,0.0007558578987150416,DailyRate
1199,1,0.0007558578987150416,DailyRate
976,1,0.0007558578987150416,DailyRate
702,1,0.0007558578987150416,DailyRate
198,1,0.0007558578987150416,DailyRate
959,1,0.0007558578987150416,DailyRate
119,1,0.0007558578987150416,DailyRate
161,1,0.0007558578987150416,DailyRate
579,1,0.0007558578987150416,DailyRate
1156,1,0.0007558578987150416,DailyRate
735,1,0.0007558578987150416,DailyRate
1242,1,0.0007558578987150416,DailyRate
1322,1,0.0007558578987150416,DailyRate
774,1,0.0007558578987150416,DailyRate
1048,1,0.0007558578987150416,DailyRate
709,1,0.0007558578987150416,DailyRate
1229,1,0.0007558578987150416,DailyRate
982,1,0.0007558578987150416,DailyRate
652,1,0.0007558578987150416,DailyRate
1484,1,0.0007558578987150416,DailyRate
1076,1,0.0007558578987150416,DailyRate
508,1,0.0007558578987150416,DailyRate
594,1,0.0007558578987150416,DailyRate
608,1,0.0007558578987150416,DailyRate
873,1,0.0007558578987150416,DailyRate
890,1,0.0007558578987150416,DailyRate
616,1,0.0007558578987150416,DailyRate
1082,1,0.0007558578987150416,DailyRate
1223,1,0.0007558578987150416,DailyRate
120,1,0.0007558578987150416,DailyRate
681,1,0.0007558578987150416,DailyRate
940,1,0.0007558578987150416,DailyRate
1503,1,0.0007558578987150416,DailyRate
1372,1,0.0007558578987150416,DailyRate
957,1,0.0007558578987150416,DailyRate
1204,1,0.0007558578987150416,DailyRate
485,1,0.0007558578987150416,DailyRate
900,1,0.0007558578987150416,DailyRate
715,1,0.0007558578987150416,DailyRate
1473,1,0.0007558578987150416,DailyRate
353,1,0.0007558578987150416,DailyRate
394,1,0.0007558578987150416,DailyRate
1390,1,0.0007558578987150416,DailyRate
973,1,0.0007558578987150416,DailyRate
645,1,0.0007558578987150416,DailyRate
500,1,0.0007558578987150416,DailyRate
843,1,0.0007558578987150416,DailyRate
1575,1,0.0007558578987150416,DailyRate
1026,1,0.0007558578987150416,DailyRate
1292,1,0.0007558578987150416,DailyRate
189,1,0.0007558578987150416,DailyRate
